source,text,label
trt,"Cumhurbaşkanı Erdoğan, Tıp Bayramı'nı kutladı",non-sarcastic
trt,Bakan Tunç: Terörsüz bir Türkiye'ye adım atmamız gerekiyor,non-sarcastic
trt,CHP'li 4 belediyeye DHKP-C soruşturması: 26 şüpheli hakkında tutuklama talebi,non-sarcastic
trt,"""Külliye'de Ramazan"" etkinlikleri",non-sarcastic
trt,Yüksekova Belediyesi'ne 'başıboş köpek soruşturması',non-sarcastic
trt,İran adına casusluk yapan 5 zanlı yakalandı,non-sarcastic
trt,"Bahçeli'den, Bakan Memişoğlu'na Tıp Bayramı tebrik telefonu",non-sarcastic
trt,Bakan Bolat: Türkiye ve Ukrayna arasındaki ilişkilerin daha da güçlendirilmesini ele aldık,non-sarcastic
trt,Türkiye Kupası çeyrek final programı açıklandı,non-sarcastic
trt,Enerjide Türkiye-ABD birlikteliği: Yeni müjdeler gelebilir,non-sarcastic
trt,Emine Erdoğan'dan 14 Mart Tıp Bayramı mesajı,non-sarcastic
trt,Araçlarda alkol kilidi kurulumu için şartlar belirlendi,non-sarcastic
trt,"Türk Kızılay'dan öğrencilere ""Anne Eli İftarı""",non-sarcastic
trt,"Fenerbahçe, Avrupa Ligi'ne veda etti",non-sarcastic
trt,"Ali Erbaş, Ankara Ahmet Hamdi Akseki Camii’nde teravih namazı kıldırdı",non-sarcastic
trt,Kurtulmuş: Terörsüz Türkiye sürecini tamamlamak bizlere nasip olsun,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan oyuncu Şinasi Yurtsever için taziye mesajı,non-sarcastic
trt,"Bakan Yerlikaya: Amacımız, 40 yılı aşan bölücü terör girdabını ortadan kaldırmak",non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Türkiye düşmanlarını bir kez daha hüsrana uğratalım,non-sarcastic
trt,"Bakan Fidan, Bakan Güler ve MİT Başkanı Kalın Şam'da",non-sarcastic
trt,Bakan Kurum: Yılbaşına kadar 453 bin bağımsız bölümün teslimi için çalışıyoruz,non-sarcastic
trt,"DMM, ""MEB imam hatip liselerinin başarısını artırmak için kredi aldı"" iddiasını yalanladı",non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Zalime karşı mazlumun safındayız,non-sarcastic
trt,Siber vatanın korunmasında yeni dönem: 10 soruda Siber Güvenlik Kanunu,non-sarcastic
trt,Başıboş köpek sorunu için 39 mülkiye müfettişi görevlendirildi,non-sarcastic
trt,Kripto varlıklara ilişkin ikincil düzenlemeler Resmi Gazete'de yayımlandı,non-sarcastic
trt,Ukrayna'da ABD'nin yerini Avrupa mı alıyor?,non-sarcastic
trt,MSB kaynakları: Türkiye Avrupa güvenlik mimarisinin ayrılmaz bir parçasıdır,non-sarcastic
trt,Sağlık hizmetlerinden usulsüz yararlananlara geçit yok,non-sarcastic
trt,YHT'ler bugüne kadar 97 milyon yolcu taşıdı,non-sarcastic
trt,İletişim Başkanlığı'ndan alanında bir ilk: Stratejik İletişim Kitaplığı,non-sarcastic
trt,"Emekli bayram ikramiyesi kapsamında 15,5 milyon kişiye ödeme yapılacak",non-sarcastic
trt,Fenerbahçe Avrupa'da çeyrek final için sahaya çıkacak,non-sarcastic
trt,İzmir'de FETÖ operasyonu: 8 gözaltı,non-sarcastic
trt,TCMB Başkanı Fatih Karahan'a FPA Medal ödülü takdim edildi,non-sarcastic
trt,"Türk Kızılay ekipleri, İdlib'de yardım kolisi dağıttı",non-sarcastic
trt,YKS geç başvuru için son gün,non-sarcastic
trt,Milli atıcılarımız Şevval İlayda Tarhan ve Yusuf Dikeç tarihte bir ilke imza attı,non-sarcastic
trt,Ankara Valisi Şahin: Hayvan barınağı kapasitemizin yarısını bile belediyelerimiz kullanmıyor,non-sarcastic
trt,Siber Güvenlik Kanunu yasalaştı,non-sarcastic
trt,Numan Kurtulmuş: Üniversiteler medeniyet tasavvurunun şekillendiği merkezler olmalı,non-sarcastic
trt,Hakan Fidan: Omuz omuza mücadele etmek İslam alemi olarak hepimizin ortak sorumluluğu,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Avrupa Birliği tam üyeliğimiz ile güç kaybını tersine çevirebilir,non-sarcastic
trt,ATMACA artık denizlerin altından da hedefini vuracak,non-sarcastic
trt,"Altun: İstiklal Marşı, bir milletin yeniden ayağa kalkışının haykırışıdır",non-sarcastic
trt,Bakan Tunç'tan Kartalkaya'daki yangına ilişkin açıklama: Birilerinin korunması söz konusu olamaz,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, KKTC Cumhurbaşkanı Tatar ile görüştü",non-sarcastic
trt,A Milli Takım'ın Macaristan'ı konuk edeceği maçın genel bilet satışları başladı,non-sarcastic
trt,Cumhurbaşkanı Yardımcısı Yılmaz'dan emekli bayram ikramiyesi artışına ilişkin açıklama,non-sarcastic
trt,"Bakanlar Bolat ve Yumaklı, Kiev'de Ukrayna Devlet Başkanı Zelenski ile görüşecek",non-sarcastic
trt,Bakan Işıkhan: Bayram ikramiyelerini Meclis'ten geçer geçmez ödeyeceğiz,non-sarcastic
trt,Erdoğan: Türkiye'yi barış diplomasisinin merkez üslerinden biri haline getiriyoruz,non-sarcastic
trt,İZSU yine İzmir Körfezi'ni kirletti,non-sarcastic
trt,Kaza kara noktaları güvenli hale getiriliyor,non-sarcastic
trt,"Bakanlık tek tek ifşa etti: Bal, sucuk, salam, peynir ve tereyağında hile",non-sarcastic
trt,Bahçeli: İstiklal Marşımız milli istiklal ve istikbale duyulan derin sevgi ve bağlılığın sonucunda hayat bulmuştur,non-sarcastic
trt,"Emine Erdoğan, ""Filistinlilerle Kardeşlik İftarı""na ilişkin video paylaştı",non-sarcastic
trt,"Bakan Güler, Suudi mevkidaşı bin Selman ile görüştü",non-sarcastic
trt,Harp sahasında bir ilk: FPV dron tehlikesi denizlerde,non-sarcastic
trt,"Fenerbahçe, Avrupa'da tur arıyor",non-sarcastic
trt,Erdoğan: İstiklal Marşı'nın ruhunu yaşatmaya devam edeceğiz,non-sarcastic
trt,İstiklal Marşı 104 yaşında,non-sarcastic
trt,Siber suçlara yönelik 25 ilde operasyon: 76 gözaltı,non-sarcastic
trt,Sağlık Bakanlığı'nın atama kurası detayları belli oldu,non-sarcastic
trt,"Bakan Göktaş BM'de konuştu: Gazze'de kadınlar şiddetin, yoksulluğun en ağır yükünü taşıyor",non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Polonya Başbakanı Tusk'ı kabul edecek",non-sarcastic
trt,Kurtulmuş: Suriye'ye uygulanan uluslararası ambargolar sona ermeli,non-sarcastic
trt,Emine Erdoğan: Dualarımız Filistin ile kalplerimiz her daim kardeşlerimizle,non-sarcastic
trt,Bakan Göktaş: Kadına şiddetle mücadeleye kararlılıkla devam ediyoruz,non-sarcastic
trt,"Bakan Fidan, Hollandalı mevkidaşı Veldkamp ile görüştü",non-sarcastic
trt,Cumhurbaşkanı Erdoğan: İkinci Nekbe felaketi yaşatmaya dönük projeler kabul edilemez,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, MGK Genel Sekreteri Memiş'i kabul etti",non-sarcastic
trt,"""Suriye'de Alevi bir aile Türk askerleri tarafından hedef alındı"" iddiasına yalanlama",non-sarcastic
trt,Fahrettin Altun: Türkiye İletişim Modeli'yle kötü gidişe dur dedik ve demeye devam edeceğiz,non-sarcastic
trt,Yüksek İstişare Kurulu'nda  'Aile Enstitüsü' ve 'Nüfus Politikaları Kurulu'nun önemi görüşüldü,non-sarcastic
trt,İsrail neden Avrupa'nın aşırı sağ partileriyle ilişki kuruyor?,non-sarcastic
trt,Bakan Yumaklı: Orman yangınlarında ilk müdahale süresi 10 dakikaya inecek,non-sarcastic
trt,Polonya Başbakanı Tusk Türkiye'ye geliyor,non-sarcastic
trt,İstiklal Marşı'nın kabulü Meclis tutanaklarında,non-sarcastic
trt,Başıboş köpek saldırılarıyla ilgili soruşturma başlatıldı,non-sarcastic
trt,Türkiye'ye son 23 yılda 13 bin 282 eser iade edildi,non-sarcastic
trt,"TSE'den yangın tüpleri için ""standart zorunluluğu"" uyarısı",non-sarcastic
trt,Ekrem İmamoğlu'nun danışmanı DHKP/C operasyonunda gözaltına alındı,non-sarcastic
trt,Seri muhakeme ve basit yargılamada 1 milyon 458 bin dosya karara bağlandı,non-sarcastic
trt,Planlı alanlar imar yönetmeliği güncellendi,non-sarcastic
trt,13 dokunulmazlık dosyası TBMM'ye sevk edildi,non-sarcastic
trt,İstanbul'da DHKP/C operasyonu: 32 gözaltı,non-sarcastic
trt,Silah kaçakçılarına operasyon: 353 tabanca ve 913 silah parçası ele geçirildi,non-sarcastic
trt,"Bakan Göktaş, BM'de ikili görüşmeler gerçekleştirdi",non-sarcastic
trt,"Bakan Göktaş, BM'deki Kadının Statüsü Komisyonu toplantısına katıldı",non-sarcastic
trt,"Bakan Bak, Yusuf Dikeç ile Şevval İlayda Tarhan'ı kutladı",non-sarcastic
trt,"Yusuf Dikeç-Şevval İlayda Tarhan ikilisi, Avrupa şampiyonluğuna ulaştı",non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Terörsüz Türkiye hedefine ulaşacağız,non-sarcastic
trt,Bahçeli: CHP’nin yolu yol değildir,non-sarcastic
trt,Yargıtay eski sevgilisini rahatsız eden kişinin mahkumiyetini onadı,non-sarcastic
trt,Türkiye Basın Federasyonu'nun Yüksek İstişare Kurulu belli oldu,non-sarcastic
trt,Emeklinin bayram ikramiyesi belli oldu,non-sarcastic
trt,Bakan Kurum’dan deprem fırsatçılarına tepki: 5 bin TL'ye beton döküyorlarsa kapatın gitsin,non-sarcastic
trt,TÜSİAD davasında duruşma tarihi belli oldu,non-sarcastic
trt,"Bakanlıktan İzmir'de kaçak döküm yapan 2 şirkete 11,2 milyon TL ceza",non-sarcastic
trt,"Numan Kurtulmuş: TBMM, Türkiye'nin bütün sorunlarının çözüm yeridir",non-sarcastic
trt,"Bakan Fidan, İngiliz mevkidaşı Lammy ile görüştü",non-sarcastic
trt,Bölge adliye mahkemeleri 7 milyondan fazla dosyayı sonuçlandırdı,non-sarcastic
trt,BAYKAR'ın İtalya adımları: Avrupa trene binmek istiyor,non-sarcastic
trt,MEB: Müfredat dışında ders okutulması mümkün değil,non-sarcastic
trt,Kabine bugün toplanacak,non-sarcastic
trt,Ürdün'de Beşli Güvenlik Zirvesi'ne katılan Bakan Fidan'dan Suriye ve Filistin mesajı,non-sarcastic
trt,"Bakan Yerlikaya: Filistin davası, insanlık vicdanının imtihanıdır",non-sarcastic
trt,"Bakan Fidan: Suriye hükümetinin sürdürdüğü politika, provokasyonla rayından çıkarılmaya çalışılıyor",non-sarcastic
trt,"Fidan, Güler ve Kalın, Ürdün Kralı 2. Abdullah tarafından kabul edildi",non-sarcastic
trt,"AK Parti Sözcüsü Çelik: Suriye'nin birliğine, dirliğine dönük bir terörist saldırı olduğunu değerlendiriyoruz",non-sarcastic
trt,İletişim Başkanı Altun'dan Kasım Yağcıoğlu için taziye mesajı,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, emekli imam hatip Kasım Yağcıoğlu'nun cenaze törenine katıldı",non-sarcastic
trt,"Bakan Bayraktar, ""Külliye'de Ramazan"" etkinliklerini ziyaret etti",non-sarcastic
trt,İletişim Başkanı Altun'dan 'Surviving Assad' belgesel serisine ilişkin paylaşım,non-sarcastic
trt,Yılmaz: Suriye'nin tarihi dönüşümüne set çekemeyecekler,non-sarcastic
trt,Van-Tahran tren seferleri yarın başlıyor,non-sarcastic
trt,"Yılın ilk iki ayında 30,4 milyon kişi hava yoluyla seyahat etti",non-sarcastic
trt,Devlet Bahçeli: PKK ve iltisaklı gruplar ön şartsız silah bırakmalı,non-sarcastic
trt,"Serbest bölgelerde bu yıl 12,5 milyar doların üzerinde ihracat hedefleniyor",non-sarcastic
trt,"Trafik ekipleri 1 haftada 3,5 milyondan fazla aracı denetledi",non-sarcastic
trt,TBMM'de bu hafta hangi konular görüşülecek? İşte gündem başlıkları...,non-sarcastic
trt,Ürdün'de teröre karşı 4'lü toplantı,non-sarcastic
trt,CHP’li Kadıköy Belediyesi Meclis 1. Başkanvekili Kurtuluş gözaltına alındı,non-sarcastic
trt,Bakan Bolat'tan 'Vedat Milor' iddiasına yanıt,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Kadınları her alanda desteklemeyi sürdüreceğiz,non-sarcastic
trt,"""Kadınların gücü, jandarmanın kararlılığıyla birleşiyor""",non-sarcastic
trt,Bakan Yumaklı: Başıboş köpeklerin yerleri sokaklar değildir,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Bu vahşetin hiçbir izahı olamaz,non-sarcastic
trt,Bakan Işıkhan: Hemofili A ilacı geri ödeme kapsamına alındı,non-sarcastic
trt,Bakan Göktaş: Baskıcı zihniyetle mücadelemiz sürecek,non-sarcastic
trt,Bakan Yerlikaya: Ya bu işi yapacaklar ya da biz yasal olarak gerekeni yapacağız,non-sarcastic
trt,Fahrettin Altun'dan TRT Arabi'ye teşekkür,non-sarcastic
trt,"""Külliye'de Ramazan"" coşkusu sürüyor",non-sarcastic
trt,"Bakan Yumaklı, Kastamonu'da sarımsak ekimine katıldı",non-sarcastic
trt,Cevdet Yılmaz: Kadınsız kalkınma da demokrasi de yarım kalır,non-sarcastic
trt,Antarktika'dan Dünya Kadınlar Günü mesajları,non-sarcastic
trt,Ramazan'da fetva hattına yoğun ilgi,non-sarcastic
trt,"Emine Erdoğan: Kadın; adaletiyle medeniyeti şekillendiren, gücüyle yarınları kurandır",non-sarcastic
trt,"Emine Erdoğan'dan ""Hayata Bağlayan İlmekler"" projesi paylaşımı",non-sarcastic
trt,MHP Genel Başkanı Bahçeli'den 8 Mart Dünya Kadınlar Günü mesajı,non-sarcastic
trt,"Suriye, Türkiye'nin girişimiyle yeniden İİT'ye üye oldu",non-sarcastic
trt,"Bakan Yerlikaya: Gazze'de yaşanan soykırıma dünya sussa, Türkiye susmaz",non-sarcastic
trt,Bakan Fidan'dan Cidde'de diplomasi trafiği,non-sarcastic
trt,"""Kadının Güçlenmesi Koordinasyon Kurulu"" kuruluyor",non-sarcastic
trt,Bakan Fidan: Filistin'in Filistinli ve Müslüman kimliğini korumaktan başka yol yok,non-sarcastic
trt,Bakan Güler: Terör örgütü derhal silahlarını teslim etmelidir,non-sarcastic
trt,Ece Gürel'in ön otopsisi tamamlandı,non-sarcastic
trt,TBMM'de 5G test denemesi başladı,non-sarcastic
trt,"Emine Erdoğan: Aile, bir toplumun en güçlü koruma kalkanıdır",non-sarcastic
trt,Bakan Tunç: Terörün her türlüsünün tarihe karıştığı döneme adım atıyoruz,non-sarcastic
trt,Altun: Türkiye'de genç yetenekleri destekleyeceğiz,non-sarcastic
trt,Türkiye Kart 12 ilde daha kullanıma açılacak,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan esnafa müjde: Esnafa kredi limiti artırıldı,non-sarcastic
trt,"""TSK'nın korkusuz kadın askerleri""",non-sarcastic
trt,Bakan Yumaklı: Ramazan ayında kırmızı ette fiyat artışı yok,non-sarcastic
trt,Türkiye Varlık Fonu Yönetim Kurulu toplandı,non-sarcastic
trt,Hırka-i Şerif ziyarete açıldı,non-sarcastic
trt,Bakan Işıkhan: Kadınları her alanda güçlendirmeye önem veriyoruz,non-sarcastic
trt,TÜSİAD Başkanı ve YİK Başkanı hakkında dava açıldı,non-sarcastic
trt,Belgrad Ormanı'nda bulunan Ece Gürel'in ölüm nedeni belli oldu,non-sarcastic
trt,"Dışişleri: Türkiye, Suriye halkının ve yönetiminin yanında olmaya devam edecektir",non-sarcastic
trt,Dürzileri bahane eden katil Netanyahu’ya Suriyeli gazeteciden tokat gibi cevap,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: AB'ye tam üyelik hedefimizi muhafaza ediyoruz,non-sarcastic
trt,'Terörsüz Türkiye' hedefine sivil toplum kuruluşlarından tam destek,non-sarcastic
trt,"BUSKİ'ye 2 milyon lira ""çevre"" cezası",non-sarcastic
trt,"Bakan Göktaş, çocukların sahur sofrasına konuk oldu",non-sarcastic
trt,Site yönetimlerine yeni düzenleme: Harcamalar denetlenecek,non-sarcastic
trt,Belgrad Ormanı'nda bulunan Ece Gürel hayatını kaybetti,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Cumhurbaşkanlığı Külliyesi'ndeki kitap fuarını gezdi",non-sarcastic
trt,Kurtulmuş: Türkiye olarak yeni bir dönemin başlangıcındayız,non-sarcastic
trt,"Bakan Yerlikaya: Hedefimiz, terörsüz Türkiye'dir",non-sarcastic
trt,"Emine Erdoğan: AK Parti Kadın Kollarının başarısı emsalsizdir, tarihidir",non-sarcastic
trt,Bakan Kurum: Yılbaşına kadar 11 ilimizde 452 bin bağımsız bölümü teslim edeceğiz,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Terörsüz Türkiye hedefine ulaşacağız,non-sarcastic
trt,Bakan Fidan: Avrupa'nın sürdürülebilir ve caydırıcı güvenliği Türkiye ile mümkündür,non-sarcastic
trt,Altun: Gençlerimizi kurucu aktör olarak görüyoruz,non-sarcastic
trt,Bakan Işıkhan'dan İş Yerlerinde Psikolojik Tacizin Önlenmesi Genelgesi'ne ilişkin açıklama,non-sarcastic
trt,"""Devlet Teşvik Tanıtım Günleri"" Ankara'da başladı",non-sarcastic
trt,Ziraat Türkiye Kupası'nda derbi heyecanı,non-sarcastic
trt,"Sucuktan sakatat, fıstıklı baklavadan ay çekirdeği çıktı",non-sarcastic
trt,Bakan Göktaş: Kadınlar için esnek çalışma modellerini aktif hale getireceğiz,non-sarcastic
trt,Bakan Fidan İİT Olağanüstü Dışişleri Bakanları Konseyi Toplantısı'na katılacak,non-sarcastic
trt,"Bakan Fidan: İsrail, her Arap ve Müslüman ülkeyi bir tehdit olarak görüyor",non-sarcastic
trt,Kent uzlaşısı soruşturması tamamlandı: İşte istenen cezalar,non-sarcastic
trt,MSB kaynakları: PKK derhal silahları teslim etmeli,non-sarcastic
trt,Fransa'nın karın ağrısı: Türkler bize rakip oldu,non-sarcastic
trt,"Emine Erdoğan: Yeşilay Merkezleri, hayatını yeniden inşa etmek isteyenlere ışık olsun",non-sarcastic
trt,Biletsiz yolcu taşıyanlara üst sınır ceza: 85 bin lira,non-sarcastic
trt,"SGK, 5 kanser ilacını daha geri ödeme listesine aldı",non-sarcastic
trt,Siber suçlarla mücadele: 103 şüpheli yakalandı,non-sarcastic
trt,Yılın ikinci faiz kararı bugün açıklanacak,non-sarcastic
trt,"""Mobbing"" için yeni genelge Resmi Gazete'de",non-sarcastic
trt,Asrın felaketinden sonra yaklaşık 110 bin deprem meydana geldi,non-sarcastic
trt,Siber Güvenlik Kanunu Teklifi TBMM'de,non-sarcastic
trt,Kayıp peyzaj mimarı Ece Gürel bulundu,non-sarcastic
trt,"""Yarısı Bizden Kampanyası"" ile konutlar dönüşmeye devam ediyor",non-sarcastic
trt,"Türkiye, Pakistan'daki terör saldırısını kınadı",non-sarcastic
trt,Kurtulmuş: Terör belası artık bir daha dirilmemek üzere tarihin çöplüğüne atılacak,non-sarcastic
trt,Bakan Bayraktar: Azerbaycan ile gönül bağlarını enerji bağlarıyla daha güçlü hale getiriyoruz,non-sarcastic
trt,"Cumhurbaşkanı Başdanışmanı Kılıç, ABD Ulusal Güvenlik Danışmanı ile görüştü",non-sarcastic
trt,"Emine Erdoğan: Neslimizi bağımlılıklara karşı korumak, ülke bekasını korumaktır",non-sarcastic
trt,Iğdır-Nahçıvan Hattı'ndan gaz akışı başladı,non-sarcastic
trt,"Erdoğan: Bölgemizde sadece barış istiyoruz, işbirliği istiyoruz",non-sarcastic
trt,"Türkiye, Gazze'nin yeniden imarına yönelik planı memnuniyetle karşıladı",non-sarcastic
trt,"İletişim Başkanlığı ""Stratejik İletişimde Yeni Akımlar Paneli"" düzenledi",non-sarcastic
trt,Dışişleri Bakanı Fidan Irak Türkmen Cephesi Başkanı'nı kabul etti,non-sarcastic
trt,"Bakan Bayraktar, Azerbaycanlı mevkidaşı ile görüştü",non-sarcastic
trt,Adalet Bakanı Tunç: 1 milyon 854 bin dosyada taraflar uzlaştı,non-sarcastic
trt,"TÜBİTAK'tan ""proje yarışmaları"" ile ilgili iddialara yalanlama",non-sarcastic
trt,Kültür ve Turizm Bakanı Ersoy: Türkiye turizmde rekorlarla yoluna devam ediyor,non-sarcastic
trt,Fahrettin Altun: Terörsüz Türkiye sürecinde önemli bir aşamaya gelindi,non-sarcastic
trt,Türkiye'nin Şam Büyükelçiliği Askeri Ataşesi göreve başladı,non-sarcastic
trt,"Emine Erdoğan, Yeşilay'ın 105. kuruluş yıl dönümünü kutladı",non-sarcastic
trt,Adana'da organize suç örgütüne operasyon: 12 tutuklama,non-sarcastic
trt,"Kamuda ""ön mali kontrol"" ve ""iç kontrole"" ilişkin esaslar belirlendi",non-sarcastic
trt,Evcil hayvanlar için mikroçip zorunluluğu yıl sonuna kadar uzatıldı,non-sarcastic
trt,Milli banliyö tren setinde ilk üretim tamamlandı,non-sarcastic
trt,6 milletlerarası anlaşma Resmi Gazete'de,non-sarcastic
trt,Türkiye-Azerbaycan doğal gaz anlaşması onaylandı,non-sarcastic
trt,"Fenerbahçe, Avrupa'da avantaj peşinde",non-sarcastic
trt,22 ilde DEAŞ'a yönelik operasyonlarda 47 şüpheli yakalandı,non-sarcastic
trt,Türkiye'nin Nahçıvan'a doğal gaz sevkiyatı başlıyor,non-sarcastic
trt,Azerbaycan Cumhurbaşkanı Aliyev Ankara'ya geliyor,non-sarcastic
trt,Cumhurbaşkanı Erdoğan Ankara'da bir ailenin iftar sofrasına konuk oldu,non-sarcastic
trt,Türkiye'nin ilk kırsal uydu kenti deprem bölgesinde inşa edildi,non-sarcastic
trt,A Milli Futbol Takımı 10 Haziran'da Meksika ile karşılaşacak,non-sarcastic
trt,Bakan Yerlikaya: Aile yapımızı sapkın ideolojilerden korumak için çalışmalarımıza canla başla devam edeceğiz,non-sarcastic
trt,Cumhurbaşkanı Erdoğan'dan Miçotakis'e doğum günü telefonu,non-sarcastic
trt,CHP İstanbul İl Kongresi'ne soruşturma,non-sarcastic
trt,"TBMM Başkanı Kurtulmuş, Azerbaycan Milli Meclisi Başkanı ile görüştü",non-sarcastic
trt,İran'ın Ankara Büyükelçiliği Maslahatgüzarı Bakanlığa davet edildi,non-sarcastic
trt,"Cumhurbaşkanı Erdoğan, Kitarovic'i kabul etti",non-sarcastic
trt,Kayıp peyzaj mimarı Ece Gürel'e ait ilk iz bulundu,non-sarcastic
trt,Sanatçı Edip Akbayram için CRR'de tören düzenlendi,non-sarcastic
trt,Biletsiz yolcu taşıyana 85 bin liraya kadar idari para cezası yolda,non-sarcastic
trt,"İSKİ'ye 2,6 milyon liralık ""çevre"" ceza",non-sarcastic
trt,"İstanbul'da ""Evlilik Kredisi""ne 9 bin çift başvurdu",non-sarcastic
trt,11 ilde DHKP-C Operasyonu: 30 gözaltı,non-sarcastic
trt,Zehir tacirlerine göz açtırılmıyor: 2 bin 365 şüpheli yakalandı,non-sarcastic
trt,Bakan Işıkhan: Şehirlerimiz eskisinden daha iyi bir şekilde ayağa kaldırılıyor,non-sarcastic
trt,Hakim ve savcıların görevde yükselme kararları Resmi Gazete'de,non-sarcastic
trt,"Bakan Yerlikaya, sahipsiz köpeklerin saldırdığı Tunahan Yılmaz'ı ziyaret etti",non-sarcastic
trt,Beykoz Belediye Başkanı Köseler tutuklandı,non-sarcastic
trt,Bakan Göktaş'tan koruyucu aileye ziyaret,non-sarcastic
trt,Bakan Güler: Sürecin sabote edilmesine ve uzatılmasına asla müsaade edilmeyecek,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: İsrail bölgede istikrarsızlık üreterek kendi güvenliğini sağlayamaz,non-sarcastic
trt,Sahte içki soruşturmasında 52 şüpheli tutuklandı,non-sarcastic
trt,Ömer Çelik: Teröristlerle herhangi bir pazarlık yoktur,non-sarcastic
trt,"""Külliyede Ramazan"" etkinlikleri yoğun katılımla sürüyor",non-sarcastic
trt,Antalya trafiğine 10 köprülü çözüm,non-sarcastic
trt,Dışişleri Bakanlığı'ndan soykırımcı İsrail'e kınama,non-sarcastic
trt,"İzmir Büyükşehir Belediyesine 1 milyon 858 bin lira ""çevre"" cezası",non-sarcastic
trt,Sinema ve dizi sektörüne 4 ayrı rekabet incelemesi,non-sarcastic
trt,Bakan Kurum: Depremle mücadele bir milli güvenlik meselesi,non-sarcastic
trt,Trump-Zelenskiy krizi: Yeni dünya düzeni kapıda,non-sarcastic
trt,Türkiye'nin doğal gaz depolama kapasitesi 12 milyar metreküp olacak,non-sarcastic
trt,Arabuluculukta çözüme ulaşan dosya sayısı 4 milyonu aştı,non-sarcastic
trt,Yerli AESA radar gökyüzünde: Savunma sanayiinde dönüm noktası,non-sarcastic
trt,"Türkiye ve İngiltere arasında ""Suriye"" toplantısı yapılacak",non-sarcastic
trt,"Bakan Ersoy'dan ""Külliye'de Ramazan"" paylaşımı",non-sarcastic
trt,Bakan Fidan: Cumhurbaşkanımızın da ifade ettiği gibi barışın kaybedeni olmaz,non-sarcastic
trt,Sanatçı Edip Akbayram hayatını kaybetti,non-sarcastic
trt,"Bakan Yerlikaya'dan ""trafik"" konulu güvenlik toplantısına ilişkin paylaşım",non-sarcastic
trt,Trafik ve asayiş suçuna ağır cezalar geliyor,non-sarcastic
trt,Stratcom Talks yayın hayatına başladı,non-sarcastic
trt,TOKİ Ceyhan’daki tüm afet konutlarını tamamladı,non-sarcastic
trt,Sinemalarda ailelere haftanın iki günü indirim yapılacak,non-sarcastic
trt,TBMM'ye yazılan ilginç dilekçeler: Abi-abla hitapları yasaklansın,non-sarcastic
trt,Togg kışlaya girdi,non-sarcastic
trt,Terör örgütü PKK'ya silah bırakma çağrısının ardından ortaya atılan iddialara yalanlama,non-sarcastic
trt,Türkiye ve İngiltere Suriye konulu istişareler yürütecek,non-sarcastic
trt,Her iki kazadan birine motosikletler karışıyor,non-sarcastic
trt,TBMM'de yeni haftada gündem yoğun,non-sarcastic
trt,Bakan Göktaş: 50 bin 630 şehit ve gazi yakınlarının kamuda istihdamını sağladık,non-sarcastic
trt,"Emine Erdoğan: Her bir kahraman evladımızın hikayesi, kalplerimize kazınmış bir destan",non-sarcastic
trt,Bahçeli: Terörsüz Türkiye'nin seher vaktine gelindi,non-sarcastic
trt,Cuımhurbaşkanı Erdoğan: İlk iftarımızı yine şehit yakınlarımızla birlikte yaptık,non-sarcastic
trt,Cumhurbaşkanı Erdoğan: Demir yumruğumuzu daima hazır tutuyoruz,non-sarcastic
trt,Şam ve Halep Havalimanları tüm uçuşları kabul edebilecek,non-sarcastic
trt,"Hatay'da yolcu servisi park halindeki tıra çarptı: 6 ölü, 8 yaralı",non-sarcastic
trt,"Bakan Fidan, Rus mevkidaşı Lavrov ile telefonda görüştü",non-sarcastic
trt,Yılmaz: Terörsüz Türkiye hedefine yönelik yeni bir aşamaya geçildi,non-sarcastic
trt,"Bakan Fidan, İngiltere'de Ukrayna konulu toplantıya katılacak",non-sarcastic
trt,Emine Erdoğan'dan ata tohumlarının satışa sunulmasına ilişkin paylaşım,non-sarcastic
trt,'Aile Yılı' kapsamında her ay farklı etkinlikler düzenlenecek,non-sarcastic
trt,"Kırmızı bültenle aranan Sinan Memi, İstanbul'a getirildi",non-sarcastic
trt,Terörle mücadele PKK'yı çökertti: Örgüt silah bırakacağını açıkladı,non-sarcastic
trt,İstanbul'da 365 kilogram uyuşturucu ele geçirildi,non-sarcastic
trt,Ramazanın ilk iftarı bugün yapılacak,non-sarcastic
trt,Türkmen gazı bugün Türkiye'ye geliyor,non-sarcastic
trt,Büyükelçi atamaları Resmi Gazete'de,non-sarcastic
trt,Kılıç: Teröre karşı mücadelemiz sonuna kadar devam edecek,non-sarcastic
